ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
6922,D,Ship,2,2,153,2,low,M,46,1130
6923,F,Flight,2,2,248,2,low,M,46,3707
6924,A,Ship,3,5,124,2,medium,M,1,5709
6925,C,Ship,3,5,156,3,medium,M,44,1424
6926,A,Road,3,1,164,2,low,M,2,1104
6927,D,Ship,4,3,189,3,medium,F,4,5613
6928,D,Ship,2,5,238,4,medium,M,9,4086
6929,C,Ship,6,3,251,4,low,M,1,1230
6930,C,Road,2,1,145,2,low,F,49,1177
6931,F,Ship,3,4,212,8,low,F,34,2750
6932,D,Ship,2,3,206,4,medium,F,2,5443
6933,B,Ship,5,4,211,4,low,F,4,4498
6934,B,Road,4,3,207,4,low,M,5,5008
6935,F,Ship,2,1,109,4,low,F,3,5264
6936,F,Flight,3,2,152,6,low,F,7,1674
6937,D,Flight,4,1,183,4,low,M,9,5157
6938,F,Ship,5,5,270,3,low,F,9,5807
6939,F,Flight,6,2,250,4,medium,F,3,1777
6940,B,Flight,3,3,170,4,low,M,3,4049
6941,C,Ship,3,2,177,2,medium,M,4,4417
6942,A,Ship,4,5,261,3,high,F,2,4954
6943,B,Ship,3,3,219,3,high,M,5,4321
6944,F,Road,6,3,270,3,low,F,56,3251
6945,D,Road,5,4,200,3,medium,M,3,4225
6946,A,Ship,4,4,236,2,medium,F,6,5101
6947,F,Road,3,4,273,3,low,M,3,5163
6948,B,Road,6,3,309,4,medium,M,2,1270
6949,A,Flight,6,2,290,4,medium,F,9,1339
6950,C,Ship,5,2,245,5,low,M,8,1528
6951,F,Flight,6,2,293,4,low,F,4,1764
6952,F,Ship,4,3,264,6,medium,F,10,1962
6953,B,Ship,2,1,208,2,low,M,10,4671
6954,D,Road,6,4,116,3,low,M,6,4649
6955,F,Ship,4,2,233,2,low,F,5,4668
6956,A,Road,3,1,154,3,medium,M,4,4631
6957,F,Ship,2,3,188,3,medium,F,51,3191
6958,A,Road,2,2,163,3,low,M,5,5887
6959,F,Road,3,5,158,3,low,M,10,4861
6960,F,Ship,7,4,286,4,low,M,3,1262
6961,B,Ship,3,3,132,2,medium,F,8,5810
6962,A,Road,3,1,158,2,low,M,2,1284
6963,F,Ship,3,2,237,3,medium,F,10,5851
6964,C,Flight,6,1,281,3,medium,F,36,2536
6965,C,Ship,5,2,214,2,low,F,10,5192
6966,D,Ship,4,5,137,2,medium,F,14,1796
6967,B,Ship,4,3,210,3,low,M,9,5556
6968,A,Flight,4,1,227,3,high,M,8,4795
6969,D,Ship,4,3,258,3,high,F,1,4653
6970,F,Flight,4,4,279,6,medium,M,5,4898
6971,A,Ship,4,1,235,4,low,M,22,2066
6972,C,Road,4,3,214,4,low,M,34,3446
6973,F,Ship,3,4,235,2,medium,M,7,4013
6974,D,Flight,4,5,233,6,low,M,8,1176
6975,C,Ship,3,2,154,10,high,F,8,5811
6976,A,Road,6,4,282,4,low,M,6,1580
6977,F,Flight,4,3,181,3,low,F,5,5398
6978,F,Ship,6,5,245,4,low,M,2,1832
6979,C,Ship,4,1,111,4,medium,M,10,4711
6980,C,Ship,4,1,171,2,medium,F,10,4536
6981,D,Road,3,1,101,2,medium,F,1,5560
6982,D,Ship,3,3,135,3,low,F,19,1366
6983,F,Flight,3,2,115,3,low,F,27,1814
6984,F,Ship,4,3,197,3,low,F,20,3617
6985,B,Ship,4,5,261,3,high,M,3,4885
6986,F,Road,4,4,177,4,medium,F,32,1774
6987,A,Ship,3,2,179,5,low,F,52,1991
6988,C,Ship,4,3,250,2,low,F,46,2878
6989,B,Ship,3,2,206,2,low,M,3,2261
6990,B,Ship,7,5,281,4,low,M,8,1987
6991,F,Ship,5,1,186,4,medium,M,5,5239
6992,F,Flight,3,5,135,3,low,M,3,4938
6993,D,Road,6,1,282,4,medium,M,4,1716
6994,C,Ship,6,2,279,4,low,F,10,1990
6995,C,Flight,4,5,176,2,low,F,1,4155
6996,B,Ship,5,3,150,4,medium,F,1,5211
6997,D,Road,3,3,255,2,medium,M,3,2894
6998,F,Ship,3,4,133,3,low,M,17,1187
6999,F,Ship,3,4,217,3,low,F,5,4883
7000,A,Ship,6,3,289,4,high,F,5,1708
7001,D,Flight,3,2,168,4,low,F,1,4184
7002,A,Ship,3,3,269,3,medium,M,5,4197
7003,F,Ship,4,5,274,5,low,M,7,1225
7004,F,Road,5,1,248,2,low,F,6,5281
7005,D,Ship,5,2,123,5,low,F,4,5284
7006,D,Ship,5,1,226,2,low,M,18,2582
7007,C,Road,6,4,150,5,medium,F,8,4709
7008,B,Ship,4,3,231,3,medium,F,8,5069
7009,F,Ship,3,3,155,2,medium,F,5,5577
7010,C,Ship,4,2,201,3,medium,F,39,2066
7011,A,Ship,4,1,151,3,low,F,4,5610
7012,C,Ship,5,5,273,4,low,M,7,4064
7013,A,Ship,5,5,162,2,medium,M,6,5868
7014,C,Ship,3,3,255,3,low,M,4,4628
7015,A,Ship,4,3,148,3,high,F,7,5034
7016,F,Ship,4,4,256,5,high,M,1,1927
7017,B,Ship,5,5,212,5,low,F,6,4463
7018,F,Ship,3,5,154,2,medium,M,6,4675
7019,C,Ship,7,3,308,4,medium,M,6,1113
7020,C,Ship,6,1,286,4,medium,M,10,1177
7021,A,Ship,3,5,216,4,low,F,3,4934
7022,D,Ship,3,2,278,4,medium,M,7,1879
7023,C,Ship,4,1,161,6,low,F,2,5734
7024,C,Ship,5,3,230,4,medium,M,4,5278
7025,F,Ship,4,3,154,10,high,M,7,5317
7026,F,Ship,4,1,206,5,medium,F,7,5941
7027,F,Ship,6,5,261,5,low,M,1,5442
7028,B,Ship,4,1,202,2,medium,M,10,5428
7029,C,Ship,4,3,246,3,medium,F,52,2440
7030,C,Road,3,4,167,3,medium,M,50,1068
7031,F,Ship,3,5,171,3,medium,M,5,4075
7032,C,Flight,5,2,276,6,medium,F,6,1043
7033,F,Ship,3,1,254,2,high,F,60,3590
7034,C,Ship,3,1,185,2,medium,F,42,2803
7035,C,Road,4,4,203,5,low,M,36,3912
7036,B,Flight,5,5,249,3,medium,M,55,3558
7037,F,Ship,5,2,172,2,low,M,9,1097
7038,D,Road,4,4,189,2,low,M,5,4553
7039,A,Ship,4,2,177,3,medium,M,5,5757
7040,B,Ship,4,5,274,4,low,M,3,5145
7041,C,Ship,3,1,230,2,medium,F,18,2832
7042,C,Ship,3,2,225,3,low,M,3,5529
7043,F,Ship,4,1,198,4,low,F,5,5182
7044,D,Ship,4,4,204,2,low,M,29,2941
7045,F,Ship,6,5,286,4,medium,F,3,1773
7046,A,Ship,4,3,280,6,high,M,8,4525
7047,C,Flight,3,4,138,2,medium,F,8,4837
7048,B,Ship,3,5,214,3,low,F,6,5319
7049,B,Ship,2,3,243,5,medium,M,5,4750
7050,A,Ship,4,3,163,8,medium,F,6,5739
7051,C,Ship,4,4,205,3,low,F,58,2522
7052,C,Flight,3,3,255,2,high,M,7,3311
7053,B,Flight,4,1,171,2,low,M,3,4271
7054,B,Road,4,5,219,5,low,M,2,1260
7055,B,Flight,4,3,248,5,low,M,3,1093
7056,D,Ship,3,3,159,4,medium,M,9,4214
7057,F,Road,4,4,264,6,medium,F,6,1748
7058,A,Ship,3,4,247,3,low,F,4,5844
7059,F,Ship,5,4,224,3,low,F,34,2627
7060,F,Ship,4,2,265,4,medium,F,40,2637
7061,A,Ship,6,2,118,2,low,F,2,1744
7062,D,Ship,5,1,237,5,medium,F,8,1150
7063,C,Ship,3,5,190,10,medium,F,27,2739
7064,A,Ship,5,2,174,4,medium,M,8,5627
7065,F,Flight,4,4,225,5,low,F,1,1476
7066,F,Ship,3,1,259,2,low,F,3,4380
7067,B,Road,3,4,172,10,high,M,9,4883
7068,A,Ship,4,2,165,2,high,M,11,1596
7069,F,Road,5,3,268,5,medium,F,10,1660
7070,B,Road,3,4,153,2,medium,M,5,4023
7071,C,Ship,4,2,252,3,medium,M,8,4262
7072,F,Flight,3,5,106,2,low,F,3,5615
7073,C,Ship,4,4,249,10,medium,F,2,4190
7074,F,Ship,4,2,208,3,high,M,17,2777
7075,B,Ship,5,5,167,3,low,M,10,5591
7076,F,Ship,4,5,171,3,medium,F,2,1114
7077,F,Ship,7,1,301,4,low,F,6,1052
7078,C,Ship,3,3,154,2,low,F,57,1096
7079,C,Ship,7,1,254,4,low,F,5,1865
7080,A,Ship,4,4,228,5,low,F,1,1788
7081,B,Ship,4,3,155,3,low,F,1,4360
7082,F,Ship,3,2,132,4,medium,F,3,4512
7083,D,Road,6,3,217,6,medium,M,3,4209
7084,C,Ship,4,3,154,3,low,M,33,1101
7085,D,Flight,3,2,286,6,high,F,5,5588
7086,B,Road,2,4,140,3,low,M,32,1819
7087,A,Ship,5,3,230,3,medium,F,7,4844
7088,A,Ship,4,5,134,3,low,F,8,5694
7089,B,Ship,4,2,200,3,medium,M,45,2486
7090,F,Ship,4,4,140,2,low,F,47,1831
7091,B,Ship,3,1,266,5,low,M,1,5459
7092,C,Ship,5,5,239,5,low,M,6,1887
7093,F,Ship,4,1,229,3,medium,F,53,3423
7094,F,Ship,4,1,246,6,low,M,4,1489
7095,F,Ship,4,4,224,2,high,F,31,2084
7096,C,Ship,4,5,244,3,low,F,49,3914
7097,D,Ship,3,1,133,3,low,F,10,5640
7098,C,Flight,3,4,143,2,medium,F,6,1194
7099,F,Ship,4,2,253,5,low,M,5,1812
7100,A,Ship,5,3,177,3,low,F,1,1916
7101,A,Ship,4,5,164,2,low,F,9,5453
7102,D,Ship,3,2,155,3,low,M,1,5731
7103,C,Ship,4,3,207,3,low,F,7,4220
7104,F,Ship,6,5,135,5,low,M,55,1078
7105,B,Ship,4,5,227,10,low,M,7,4403
7106,F,Ship,3,2,134,3,medium,F,3,5232
7107,F,Flight,4,3,261,10,low,F,6,4347
7108,C,Flight,6,3,286,4,medium,F,7,1132
7109,D,Ship,3,1,152,2,medium,F,2,4136
7110,F,Ship,4,2,270,2,low,M,65,3599
7111,A,Ship,4,3,262,3,medium,M,46,2904
7112,F,Ship,6,2,307,4,low,F,9,1674
7113,C,Road,4,1,261,3,low,F,8,5206
7114,C,Ship,3,5,196,3,low,F,5,4891
7115,A,Ship,5,4,274,5,low,M,7,1371
7116,A,Ship,5,3,248,3,medium,M,10,5567
7117,C,Ship,5,1,217,2,medium,F,10,4264
7118,D,Ship,3,5,241,3,medium,M,48,2841
7119,F,Road,4,5,238,2,low,F,1,2644
7120,D,Road,4,1,150,2,low,M,5,4140
7121,D,Ship,5,1,149,3,low,F,9,5173
7122,B,Ship,3,2,148,2,low,F,58,1537
7123,D,Road,3,3,117,3,medium,M,56,1618
7124,F,Flight,4,2,246,6,low,M,5,1622
7125,F,Ship,4,1,144,4,low,F,63,1881
7126,C,Ship,3,3,153,3,medium,M,5,4578
7127,D,Ship,5,4,153,6,medium,M,35,1082
7128,C,Flight,3,5,214,2,medium,F,4,4077
7129,D,Road,4,5,220,3,medium,M,40,3516
7130,B,Road,5,1,203,3,low,F,2,4162
7131,F,Ship,6,5,245,4,low,F,7,1521
7132,A,Ship,4,2,144,5,low,F,3,5807
7133,A,Ship,4,5,223,5,medium,F,6,1579
7134,A,Ship,3,3,161,2,medium,F,38,1521
7135,A,Flight,5,3,229,5,low,F,1,1196
7136,B,Ship,4,5,189,2,medium,M,6,5439
7137,A,Ship,3,4,224,2,medium,F,15,2701
7138,D,Ship,4,5,183,2,medium,F,8,4422
7139,A,Flight,4,3,152,3,low,M,43,1009
7140,C,Flight,5,3,169,2,low,F,1,4500
7141,B,Ship,6,2,256,5,medium,F,2,1449
7142,C,Flight,2,3,160,2,high,M,3,4409
7143,F,Flight,4,3,158,3,medium,F,57,1911
7144,A,Ship,2,3,211,3,medium,F,55,3842
7145,D,Ship,4,1,253,7,medium,M,37,2955
7146,B,Ship,4,3,237,3,medium,F,8,5045
7147,C,Road,4,4,229,5,low,M,9,1361
7148,F,Ship,3,3,225,4,low,F,9,5468
7149,F,Ship,5,5,266,5,medium,M,7,1440
7150,C,Ship,4,4,274,6,low,M,10,1355
7151,A,Ship,4,3,135,3,medium,F,11,1322
7152,F,Ship,3,2,162,2,low,F,54,1614
7153,F,Ship,2,2,156,3,low,F,5,4151
7154,B,Ship,4,4,201,10,medium,M,17,2059
7155,B,Ship,4,3,273,4,medium,F,1,4585
7156,D,Ship,6,5,152,3,medium,F,62,1325
7157,F,Ship,7,1,244,4,low,M,8,1817
7158,C,Road,6,5,263,7,high,M,9,5991
7159,C,Ship,3,3,214,3,medium,M,3,4056
7160,F,Road,6,2,278,4,high,F,8,1967
7161,B,Ship,4,2,225,3,low,M,52,3189
7162,F,Road,3,3,183,3,low,F,45,2181
7163,F,Ship,3,1,157,2,medium,F,39,1525
7164,F,Ship,4,1,224,2,low,M,8,3638
7165,F,Ship,3,3,168,4,low,F,4,4096
7166,A,Ship,3,4,155,4,low,M,54,1885
7167,D,Ship,3,3,211,4,low,M,7,4733
7168,C,Ship,4,5,201,3,low,F,1,5898
7169,A,Ship,3,5,257,3,low,M,5,5657
7170,A,Ship,4,2,139,3,medium,M,5,1674
7171,C,Road,3,2,172,2,low,F,9,4532
7172,C,Ship,5,3,252,4,medium,M,63,3729
7173,F,Ship,6,3,306,4,low,M,10,1372
7174,F,Ship,4,3,144,2,low,F,5,4882
7175,F,Ship,6,1,257,3,medium,M,60,3416
7176,F,Road,3,1,177,2,low,M,38,1099
7177,A,Ship,4,1,199,2,low,F,46,3371
7178,A,Ship,3,3,132,2,medium,M,1,4687
7179,F,Ship,6,5,167,2,low,M,10,4013
7180,D,Ship,5,2,236,6,low,F,6,1552
7181,B,Road,2,4,255,7,low,F,9,5224
7182,B,Ship,4,3,218,5,medium,F,9,1024
7183,F,Ship,4,2,177,3,low,M,8,4904
7184,F,Road,3,5,182,4,low,M,6,1272
7185,B,Ship,2,3,239,3,high,M,1,5910
7186,F,Ship,3,1,215,2,low,F,47,3678
7187,D,Ship,5,3,254,2,medium,M,4,3297
7188,C,Road,4,3,256,3,medium,M,3,4480
7189,C,Road,3,1,194,3,medium,F,4,5383
7190,D,Road,4,3,258,2,low,F,2,4308
7191,B,Ship,6,1,301,4,low,F,3,1200
7192,A,Ship,3,5,165,3,low,M,3,5409
7193,F,Ship,2,4,181,6,medium,F,16,3605
7194,C,Road,3,5,189,3,low,F,61,2203
7195,F,Ship,5,4,226,2,low,M,6,4547
7196,F,Ship,3,5,197,3,low,M,3,5658
7197,B,Ship,4,5,171,3,low,F,21,1683
7198,A,Ship,3,1,178,4,medium,M,9,5727
7199,B,Ship,3,4,122,3,high,F,10,4880
7200,F,Ship,4,1,178,2,high,M,39,1362
7201,F,Flight,5,1,137,5,low,F,8,4584
7202,F,Ship,3,3,249,2,medium,M,9,4034
7203,F,Flight,4,2,192,4,low,F,61,2256
7204,C,Ship,5,2,178,3,medium,M,60,1176
7205,F,Ship,4,5,184,3,medium,F,9,5594
7206,A,Ship,4,2,239,4,low,F,10,5528
7207,F,Flight,4,3,235,5,low,F,4,1839
7208,B,Ship,4,5,257,2,low,M,3,5394
7209,F,Ship,3,1,202,2,medium,M,7,4598
7210,A,Flight,5,5,161,3,medium,F,59,1037
7211,A,Flight,4,1,148,8,medium,M,5,4851
7212,B,Ship,3,2,188,3,medium,M,3,3837
7213,F,Ship,5,1,206,5,medium,M,2,5766
7214,D,Ship,4,2,220,3,low,M,3,5020
7215,C,Ship,5,1,182,2,low,M,6,4121
7216,C,Road,4,4,169,3,medium,M,5,5743
7217,D,Flight,3,4,209,3,high,F,37,3650
7218,F,Road,5,3,215,3,low,F,2,4731
7219,B,Road,5,1,109,2,high,M,23,1479
7220,B,Ship,4,5,135,3,low,M,1,5013
7221,A,Ship,4,5,220,3,medium,F,1,4912
7222,D,Ship,6,5,250,2,low,F,7,4724
7223,C,Ship,4,2,194,3,low,F,10,5171
7224,B,Ship,4,4,260,2,low,M,3,5801
7225,D,Ship,3,3,245,2,medium,F,16,2577
7226,B,Ship,3,3,223,10,low,F,7,4273
7227,C,Road,3,5,275,2,low,F,7,4619
7228,B,Ship,4,5,253,3,low,F,9,4205
7229,F,Flight,5,1,184,3,low,F,19,2625
7230,F,Road,4,4,246,3,medium,M,5,5029
7231,A,Ship,3,1,203,3,medium,F,4,4965
7232,A,Ship,6,4,138,5,medium,F,15,1181
7233,D,Road,5,3,242,5,low,M,3,1276
7234,A,Ship,3,2,204,2,low,F,2,5033
7235,D,Ship,4,1,189,2,medium,F,63,3474
7236,A,Ship,3,2,250,3,medium,M,6,4636
7237,D,Road,3,5,217,3,medium,M,3,5433
7238,C,Ship,5,2,134,4,low,M,5,5090
7239,F,Ship,3,5,191,4,low,M,2,5177
7240,B,Ship,5,4,227,2,medium,M,10,4734
7241,A,Ship,5,1,224,5,low,M,1,1600
7242,F,Ship,4,2,210,2,medium,F,1,5437
7243,D,Road,6,1,188,5,low,M,4,4887
7244,F,Ship,4,4,175,3,low,M,8,5944
7245,F,Ship,4,5,152,3,medium,M,25,1222
7246,F,Ship,3,4,148,3,low,F,8,5267
7247,B,Road,4,5,210,4,low,M,3,5432
7248,F,Ship,5,1,183,3,medium,F,8,4531
7249,F,Ship,6,4,266,4,low,M,5,1639
7250,F,Ship,4,3,164,2,low,F,3,1376
7251,A,Flight,4,4,216,4,medium,M,27,3740
7252,C,Ship,4,3,279,6,medium,M,2,5405
7253,C,Ship,5,5,239,6,low,M,1,1384
7254,F,Ship,7,1,310,4,medium,F,8,1601
7255,C,Ship,3,5,265,4,low,F,8,5087
7256,F,Flight,4,5,227,4,low,F,20,2217
7257,A,Flight,3,5,254,3,low,M,6,4703
7258,A,Ship,4,1,140,2,low,M,61,1770
7259,F,Ship,5,3,265,2,low,F,4,4641
7260,B,Ship,4,2,138,3,low,F,30,1805
7261,B,Ship,4,5,248,2,medium,M,10,4366
7262,A,Ship,3,2,214,2,medium,M,3,1983
7263,F,Ship,5,2,134,2,low,M,9,5045
7264,B,Ship,7,3,306,4,low,M,2,1790
7265,D,Ship,3,1,138,3,medium,F,2,4766
7266,F,Ship,4,2,259,2,medium,M,54,2244
7267,F,Ship,4,5,268,2,low,M,2,4721
7268,B,Ship,4,3,198,3,medium,F,1,5846
7269,B,Ship,3,2,196,6,low,M,6,5414
7270,F,Ship,6,4,257,4,medium,F,9,1108
7271,B,Ship,3,2,244,2,high,F,9,4142
7272,C,Road,3,4,195,2,medium,F,32,3719
7273,B,Ship,6,2,244,4,medium,F,1,1406
7274,B,Ship,2,2,133,3,low,M,5,1268
7275,A,Ship,6,4,281,3,low,F,7,5180
7276,F,Ship,3,2,263,3,high,F,44,3802
7277,D,Ship,6,4,246,4,medium,M,3,1852
7278,B,Ship,6,3,250,2,medium,F,1,4747
7279,F,Ship,4,4,175,5,low,M,10,4498
7280,B,Ship,6,1,250,5,low,F,53,3352
7281,F,Ship,5,4,147,4,medium,M,6,4369
7282,B,Ship,5,5,266,3,medium,F,53,3089
7283,D,Ship,2,4,176,3,low,M,1,4509
7284,B,Ship,4,5,139,3,medium,M,5,5126
7285,F,Ship,3,2,222,2,medium,M,1,4021
7286,D,Ship,2,4,280,4,low,M,48,1463
7287,F,Ship,3,5,154,2,medium,M,6,4744
7288,D,Ship,4,5,137,3,medium,M,1,4861
7289,B,Road,3,5,230,3,low,F,49,3477
7290,B,Ship,4,1,155,3,low,F,4,5666
7291,C,Ship,2,5,264,3,medium,F,3,4320
7292,C,Ship,5,2,203,2,medium,F,2,4712
7293,A,Ship,4,4,208,5,medium,F,7,5401
7294,B,Ship,3,4,160,3,medium,M,3,5662
7295,A,Road,3,2,213,6,medium,M,9,5418
7296,B,Ship,3,4,238,2,low,M,3,4723
7297,B,Flight,5,3,267,4,medium,F,1,4837
7298,A,Road,7,2,267,4,medium,M,8,1285
7299,C,Ship,3,1,242,8,medium,F,8,5401
7300,D,Ship,4,2,265,2,low,M,2,5649
7301,A,Flight,4,4,275,5,medium,M,7,1562
7302,B,Ship,6,4,279,4,low,F,1,1246
7303,F,Road,3,4,191,3,medium,M,6,4586
7304,A,Road,5,1,151,3,medium,F,1,4981
7305,F,Ship,3,2,229,7,high,M,3,5584
7306,D,Ship,5,1,279,4,medium,F,24,3440
7307,A,Flight,2,5,271,3,low,M,4,5775
7308,F,Ship,5,1,193,2,medium,F,1,4450
7309,F,Ship,5,1,190,4,medium,M,24,3446
7310,C,Flight,5,5,105,5,low,F,10,5418
7311,D,Ship,3,3,267,2,low,F,52,2949
7312,B,Ship,4,2,173,3,medium,F,63,1220
7313,F,Ship,3,1,265,3,medium,F,61,3010
7314,A,Ship,4,2,201,3,medium,M,7,5967
7315,C,Ship,4,2,190,2,medium,M,37,2563
7316,D,Ship,4,5,251,2,medium,F,28,3561
7317,A,Ship,4,2,231,4,medium,M,9,5194
7318,F,Ship,4,5,245,5,low,M,8,1841
7319,F,Ship,6,5,213,6,low,M,7,2709
7320,C,Road,5,4,217,3,medium,F,8,4949
7321,F,Road,2,4,160,3,low,F,50,1030
7322,D,Ship,4,5,163,3,low,M,38,1146
7323,D,Ship,4,2,249,3,low,F,6,5051
7324,B,Ship,5,4,252,3,medium,M,2,4162
7325,B,Ship,5,5,177,4,medium,F,2,4873
7326,A,Road,5,1,268,5,medium,M,1,4704
7327,A,Road,6,3,247,4,medium,F,9,1011
7328,A,Ship,3,2,143,4,low,F,3,5845
7329,D,Ship,3,1,175,3,medium,M,1,4872
7330,B,Ship,5,4,164,3,low,M,9,5135
7331,D,Ship,5,3,170,3,low,F,12,1018
7332,F,Ship,3,4,189,6,low,F,9,4668
7333,A,Ship,6,4,242,3,medium,M,9,5920
7334,D,Road,3,3,199,3,low,M,7,5258
7335,C,Flight,4,5,228,5,low,M,2,1996
7336,D,Ship,4,4,145,4,low,F,35,1210
7337,B,Road,5,2,137,3,medium,M,47,1023
7338,D,Ship,4,3,203,2,medium,F,7,4185
7339,A,Ship,4,4,163,3,low,M,8,4921
7340,D,Flight,4,4,185,3,high,F,6,4238
7341,C,Ship,5,2,259,5,low,M,8,1678
7342,A,Ship,3,2,158,7,medium,M,10,4244
7343,B,Ship,3,1,225,4,low,F,10,4080
7344,F,Ship,3,3,259,8,high,F,6,5939
7345,D,Ship,3,3,143,3,medium,M,23,1281
7346,F,Flight,5,5,238,5,low,M,2,1657
7347,A,Ship,4,1,143,3,medium,F,28,1197
7348,A,Ship,3,5,259,3,low,F,10,5978
7349,A,Flight,5,3,187,3,low,M,2,5967
7350,B,Road,5,2,253,2,medium,F,9,5530
7351,C,Ship,4,1,202,2,low,M,40,2327
7352,F,Ship,4,4,243,5,medium,M,10,4356
7353,F,Ship,3,1,155,3,low,M,49,1203
7354,C,Road,3,5,179,2,low,F,17,1364
7355,A,Flight,6,1,266,4,medium,F,2,1862
7356,F,Flight,3,3,172,4,low,F,33,1989
7357,F,Flight,4,1,219,5,medium,M,5,5253
7358,D,Road,5,4,236,5,medium,F,4,1948
7359,F,Road,3,2,144,3,high,F,9,4428
7360,C,Flight,3,1,156,3,medium,F,1,1517
7361,D,Road,4,2,152,3,medium,M,6,5764
7362,B,Road,3,2,150,3,medium,M,29,1354
7363,F,Ship,5,4,257,5,low,M,10,1695
7364,C,Ship,6,4,306,4,low,F,5,1703
7365,F,Flight,4,1,195,2,medium,M,19,2878
7366,F,Road,3,3,155,3,low,M,20,1830
7367,B,Ship,5,1,256,5,low,F,5,1970
7368,B,Ship,4,4,273,2,medium,M,6,5676
7369,F,Ship,4,1,163,2,low,F,3,4099
7370,C,Ship,4,1,201,10,medium,M,37,3402
7371,D,Ship,4,5,271,4,medium,M,9,5057
7372,F,Flight,3,5,154,3,medium,M,46,1312
7373,F,Ship,3,4,226,3,low,F,7,4411
7374,B,Ship,6,4,161,4,medium,M,3,1747
7375,D,Ship,3,4,245,10,medium,M,1,5363
7376,C,Flight,5,2,156,5,low,M,9,5237
7377,C,Flight,2,4,168,3,low,F,15,1886
7378,B,Road,3,2,188,3,medium,M,8,5709
7379,C,Ship,6,5,279,4,medium,M,7,1300
7380,F,Road,4,1,241,2,low,M,3,5672
7381,F,Flight,4,5,137,2,low,M,7,4068
7382,B,Ship,4,3,165,2,low,M,2,5210
7383,A,Ship,4,3,153,2,medium,M,1,4366
7384,D,Ship,2,1,197,4,low,M,5,4614
7385,F,Ship,5,4,266,2,medium,M,1,5494
7386,B,Ship,4,3,210,3,medium,F,6,2568
7387,F,Ship,5,4,226,5,low,M,47,2240
7388,F,Ship,4,3,272,3,low,F,4,5654
7389,F,Road,4,5,175,3,medium,F,5,4194
7390,F,Road,3,1,221,2,low,F,7,5320
7391,C,Ship,3,3,241,3,medium,F,10,5275
7392,B,Ship,5,1,235,5,medium,F,6,1059
7393,F,Ship,5,1,144,4,low,M,37,1658
7394,C,Ship,3,1,259,4,low,F,9,4084
7395,B,Road,4,1,280,3,medium,M,2,3366
7396,F,Ship,3,4,175,3,medium,M,10,4771
7397,A,Flight,7,2,284,4,low,F,1,1085
7398,C,Ship,6,3,247,6,medium,M,3,4582
7399,D,Ship,5,1,270,4,medium,F,7,5149
7400,A,Ship,5,2,146,3,low,F,5,4725
7401,A,Ship,3,4,273,2,medium,M,2,4219
7402,A,Ship,4,4,239,3,low,M,4,4756
7403,F,Ship,3,5,283,5,low,F,50,2848
7404,F,Ship,5,3,134,2,low,M,10,5279
7405,B,Ship,3,4,268,2,medium,M,8,1991
7406,D,Ship,4,3,236,3,low,M,1,4752
7407,A,Flight,4,2,150,3,low,F,48,1193
7408,F,Ship,5,5,243,5,medium,M,2,1817
7409,D,Road,4,4,235,4,low,M,50,2020
7410,D,Ship,4,3,149,3,medium,F,5,4031
7411,D,Ship,7,2,284,4,low,F,6,1550
7412,D,Ship,3,3,195,7,medium,F,4,4614
7413,B,Ship,3,4,151,3,medium,F,3,4938
7414,A,Ship,3,3,132,3,low,M,6,5721
7415,F,Ship,4,5,265,2,medium,F,18,2969
7416,B,Ship,4,4,261,5,medium,F,2,1690
7417,C,Road,5,2,250,2,medium,F,6,5565
7418,C,Ship,4,4,187,3,low,F,8,4893
7419,A,Ship,4,2,273,5,medium,F,8,2000
7420,C,Ship,3,3,200,3,low,M,4,3791
7421,A,Road,4,1,224,2,medium,M,2,4581
7422,B,Ship,6,2,305,4,low,F,9,1567
7423,B,Ship,3,2,166,2,medium,F,45,1741
7424,D,Flight,4,2,283,2,high,F,1,4115
7425,A,Ship,3,2,182,10,low,M,1,4303
7426,B,Flight,3,5,230,3,high,M,4,5189
7427,F,Road,4,1,241,3,low,M,6,5836
7428,C,Ship,3,4,252,2,high,M,9,4278
7429,F,Road,5,2,221,5,low,F,2,1855
7430,F,Flight,5,4,259,5,low,F,2,1627
7431,B,Ship,4,1,191,3,low,M,4,2724
7432,C,Ship,4,4,213,2,low,F,27,2938
7433,B,Ship,5,5,235,5,medium,M,9,1032
7434,C,Road,5,2,205,3,low,F,3,5182
7435,A,Ship,3,2,164,10,high,F,28,1940
7436,F,Ship,4,5,240,5,low,M,8,4558
7437,B,Ship,4,5,229,2,medium,F,1,4869
7438,D,Flight,7,2,279,4,medium,F,1,1480
7439,A,Road,3,1,209,2,high,F,1,5779
7440,F,Flight,3,5,177,2,low,F,2,4906
7441,B,Ship,3,3,249,4,low,M,7,5868
7442,F,Ship,3,4,201,2,low,F,8,4394
7443,B,Ship,4,4,154,3,low,M,4,5393
7444,F,Road,3,4,164,3,low,M,5,1408
7445,C,Ship,3,1,181,3,medium,M,29,2981
7446,D,Ship,7,2,255,4,medium,F,10,1372
7447,F,Ship,4,5,143,3,medium,F,8,4142
7448,D,Ship,4,3,147,3,medium,M,1,5454
7449,D,Ship,3,3,255,3,medium,M,23,3764
7450,F,Flight,4,4,146,2,low,M,52,1459
